a00	1.000e+00
aa 	1.667e-01
aad	1.667e-01
aam	5.556e-02
aan	5.000e-01
aar	1.111e-01
aba	2.879e-01
abc	3.788e-03
abe	1.023e-01
abi	1.023e-01
abl	2.955e-01
abo	1.174e-01
abr	7.197e-02
abs	1.894e-02
aca	3.061e-02
acc	2.770e-02
ace	1.195e-01
acf	1.458e-03
ach	1.458e-03
aci	6.764e-01
ack	2.915e-03
acl	4.373e-03
aco	2.624e-02
acr	4.373e-03
act	5.831e-02
acu	4.665e-02
ad 	1.977e-01
ada	1.681e-01
adb	1.057e-03
add	1.057e-03
ade	1.290e-01
adh	2.114e-03
adi	9.514e-03
adj	2.114e-03
adm	1.374e-02
ado	4.419e-01
adq	5.285e-03
adr	1.057e-03
adu	3.171e-03
adv	3.171e-03
ae 	1.538e-01
aer	2.308e-01
aes	6.154e-01
afa	6.250e-02
afe	4.375e-01
afi	2.500e-01
afo	1.875e-01
afr	6.250e-02
aga	1.846e-01
age	6.154e-02
agi	1.538e-02
agm	1.538e-02
agn	4.615e-02
ago	3.077e-02
agr	5.538e-01
agu	9.231e-02
ah 	4.762e-02
aho	9.524e-01
aic	5.000e-01
air	5.000e-01
aja	9.677e-02
aje	4.839e-02
ajo	8.065e-01
aju	4.839e-02
aki	1.000e+00
al 	3.983e-01
ala	2.392e-02
alb	1.196e-03
alc	9.569e-03
ald	2.033e-02
ale	2.273e-01
alf	1.196e-03
alg	5.622e-02
ali	8.852e-02
all	1.435e-02
alm	5.861e-02
alo	7.177e-03
alp	1.196e-03
alq	3.589e-03
alr	1.196e-03
alt	3.349e-02
alu	1.077e-02
am 	3.135e-03
ama	1.285e-01
amb	2.053e-01
ame	3.574e-01
ami	7.367e-02
amo	1.771e-01
amp	4.075e-02
amr	1.567e-03
ams	4.702e-03
amt	6.270e-03
an 	2.457e-01
ana	4.526e-02
anc	1.185e-01
and	1.024e-01
ane	3.879e-02
ang	2.155e-03
ani	3.233e-02
ank	3.233e-03
anl	5.388e-03
anm	3.233e-03
ano	3.341e-02
anq	4.310e-03
ans	9.806e-02
ant	2.392e-01
anu	9.698e-03
anz	1.832e-02
ao 	3.810e-01
aol	2.381e-02
aor	7.143e-02
aos	5.000e-01
apa	1.234e-01
ape	1.753e-01
api	7.143e-02
apl	1.623e-01
apn	1.299e-02
apo	2.013e-01
apr	2.208e-01
apt	3.247e-02
aqu	1.000e+00
ar 	3.112e-01
ara	1.899e-01
arc	2.069e-02
ard	9.608e-03
are	3.843e-02
arg	3.474e-02
ari	1.050e-01
arj	3.695e-03
arl	7.539e-02
arm	1.700e-02
arn	1.996e-02
aro	1.626e-02
arr	7.021e-02
ars	1.035e-02
art	7.243e-02
ary	7.391e-04
arz	7.391e-04
as 	8.057e-01
asa	2.404e-02
asb	6.498e-04
asc	1.300e-03
ase	4.094e-02
asg	6.498e-04
asi	1.494e-02
asl	6.498e-04
asm	6.498e-04
aso	2.404e-02
asp	7.147e-03
asq	6.498e-04
ast	1.884e-02
asu	1.429e-02
ata	1.511e-01
ate	2.878e-01
atg	3.597e-02
ath	7.194e-03
ati	2.446e-01
atl	3.597e-03
ato	6.115e-02
atr	6.475e-02
ats	3.597e-02
att	3.597e-03
atu	9.353e-02
atz	1.079e-02
aud	1.250e-02
aue	2.500e-02
aug	1.250e-02
aum	2.250e-01
aun	1.875e-01
aur	1.250e-02
aus	2.750e-01
aut	2.375e-01
auz	1.250e-02
ava	2.623e-01
ave	3.934e-01
avi	3.279e-02
avo	2.295e-01
avs	8.197e-02
ay 	2.545e-01
aya	2.818e-01
aye	9.091e-03
ayo	2.545e-01
ayu	2.000e-01
az 	1.333e-01
aza	2.500e-01
azc	1.667e-02
azn	3.000e-01
azo	3.000e-01
b l	4.000e-01
b p	4.000e-01
b y	2.000e-01
ba 	1.256e-01
bab	4.484e-03
bac	3.139e-02
bad	2.242e-02
baj	2.466e-01
bal	2.242e-02
bam	2.691e-02
ban	7.175e-02
bar	1.570e-01
bas	1.121e-01
bat	1.794e-01
bc 	1.000e+00
be 	2.544e-01
bei	8.772e-03
bem	1.667e-01
ben	2.281e-01
ber	3.070e-01
bet	1.754e-02
bez	1.754e-02
bia	1.293e-02
bic	4.310e-03
bid	5.603e-02
bie	2.155e-01
bil	1.466e-01
bin	4.310e-01
bio	5.172e-02
bir	8.621e-03
bis	4.310e-03
bit	6.897e-02
bje	1.000e+00
bla	1.768e-01
ble	6.851e-01
blg	1.105e-02
bli	1.105e-01
blo	1.657e-02
bma	1.000e+00
bo 	2.128e-01
bod	4.255e-02
bol	4.255e-02
bor	6.170e-01
bos	4.255e-02
bou	2.128e-02
br 	1.838e-02
bra	1.324e-01
bre	6.103e-01
bri	4.779e-02
bro	1.728e-01
bru	1.838e-02
bse	2.903e-01
bsi	2.581e-01
bso	9.677e-02
bst	3.548e-01
bte	1.000e+00
buc	7.547e-02
bue	3.962e-01
bui	9.434e-02
bun	1.887e-02
bur	1.887e-01
bus	9.434e-02
but	1.887e-02
buy	1.132e-01
bve	8.571e-01
bvi	1.429e-01
c d	2.500e-01
c e	5.000e-01
c h	2.500e-01
c00	1.000e+00
ca 	2.009e-01
cab	2.890e-02
cac	8.815e-02
cad	6.936e-02
cae	1.445e-03
cal	3.179e-02
cam	5.491e-02
can	8.671e-02
cap	2.457e-02
car	1.517e-01
cas	1.893e-01
cat	2.890e-02
cau	1.879e-02
cay	2.890e-03
caz	1.012e-02
cca	4.348e-02
cce	4.348e-02
cci	9.130e-01
cda	2.500e-01
cdi	7.500e-01
ce 	1.156e-01
ced	8.543e-02
cel	4.774e-02
cem	1.508e-02
cen	1.583e-01
cep	5.528e-02
cer	2.136e-01
ces	3.065e-01
cfi	1.000e+00
ch 	9.868e-02
cha	2.697e-01
che	1.316e-02
cho	5.263e-01
chr	7.237e-02
cht	6.579e-03
ci 	7.530e-04
cia	2.477e-01
cib	3.012e-03
cic	2.259e-03
cid	3.163e-02
cie	5.497e-02
cif	4.518e-03
cil	6.777e-03
cim	1.205e-02
cin	3.200e-01
cio	1.777e-01
cip	2.937e-02
cir	3.389e-02
cis	3.163e-02
cit	2.334e-02
ciu	1.883e-02
ck 	6.667e-01
cks	3.333e-01
cla	4.674e-01
cli	3.261e-02
clu	5.000e-01
cma	3.529e-01
cmo	6.471e-01
cnd	7.143e-02
cni	3.571e-01
cno	5.000e-01
cnt	7.143e-02
co 	6.321e-02
cod	1.621e-03
cof	1.621e-03
cog	2.431e-03
coh	2.917e-02
coi	3.241e-03
col	3.890e-02
com	3.096e-01
con	4.530e-01
coo	1.053e-02
cop	8.104e-04
cor	4.295e-02
cos	3.566e-02
cox	1.621e-03
cpt	1.000e+00
cra	5.263e-02
crc	8.772e-03
crd	8.772e-03
cre	7.544e-01
cri	1.228e-01
cro	8.772e-03
crs	8.772e-03
crt	3.509e-02
cs 	1.000e+00
cta	1.235e-01
cte	2.410e-02
cti	2.229e-01
cto	2.982e-01
ctr	9.639e-02
ctu	2.349e-01
cua	1.916e-01
cub	2.625e-03
cuc	5.774e-02
cue	3.491e-01
cui	1.050e-02
cul	1.575e-01
cum	5.249e-02
cun	2.100e-02
cuo	2.625e-03
cup	4.199e-02
cur	6.299e-02
cus	1.312e-02
cut	1.312e-02
cuy	2.362e-02
d a	5.189e-02
d c	5.660e-02
d d	3.443e-01
d e	1.698e-01
d f	4.717e-03
d g	9.434e-03
d h	1.887e-02
d i	4.717e-03
d j	4.717e-03
d l	3.774e-02
d m	1.887e-02
d n	9.434e-03
d p	7.075e-02
d q	4.245e-02
d r	1.415e-02
d s	4.717e-02
d t	9.434e-03
d u	4.717e-03
d v	4.717e-03
d y	7.547e-02
da 	2.445e-01
da.	1.217e-03
daa	2.433e-03
dab	2.433e-03
dac	1.217e-02
dad	3.869e-01
dak	3.650e-03
dal	6.083e-03
dam	4.866e-02
dan	4.501e-02
dao	2.433e-03
dap	3.650e-03
dar	5.109e-02
das	1.594e-01
dat	7.299e-03
dav	7.299e-03
dbi	7.500e-01
dbo	2.500e-01
dca	1.000e+00
ddi	1.000e+00
de 	5.856e-01
dea	2.503e-03
deb	3.790e-02
dec	3.289e-02
ded	2.860e-03
def	5.720e-03
dei	3.575e-04
dej	3.575e-03
del	1.015e-01
dem	2.324e-02
den	6.900e-02
dep	2.860e-03
der	2.324e-02
des	1.037e-01
det	2.860e-03
dev	3.575e-04
dez	1.073e-03
dfi	1.000e+00
dhe	1.000e+00
di 	1.915e-02
dia	7.021e-02
dib	2.128e-03
dic	1.596e-01
did	1.149e-01
die	3.617e-02
dif	9.787e-02
dig	8.511e-03
dil	6.383e-03
dim	4.468e-02
din	5.106e-02
dio	5.319e-02
dip	1.277e-02
diq	4.255e-03
dir	1.681e-01
dis	1.106e-01
dit	1.064e-02
div	2.340e-02
diz	4.255e-03
dje	3.333e-01
dji	3.333e-01
dju	3.333e-01
dla	1.000e+00
dmi	9.286e-01
dmo	7.143e-02
dnd	5.000e-01
dne	5.000e-01
do 	6.111e-01
dob	1.949e-03
doc	6.823e-03
dol	8.772e-03
don	1.267e-02
dop	1.462e-02
dor	2.437e-02
dos	2.729e-01
doy	4.873e-03
dqu	1.000e+00
dr 	4.167e-01
dra	3.056e-01
dre	1.111e-01
drn	8.333e-02
dro	2.778e-02
drs	2.778e-02
ds 	7.500e-01
dte	1.000e+00
duc	5.106e-01
dud	1.170e-01
duj	3.191e-02
dul	2.128e-02
dun	1.064e-02
duo	2.128e-02
dur	1.702e-01
dus	7.447e-02
duz	4.255e-02
dve	6.667e-01
dvi	3.333e-01
e  	2.376e-04
e 0	3.801e-03
e a	6.819e-02
e b	6.652e-03
e c	3.968e-02
e d	6.201e-02
e e	1.430e-01
e f	1.069e-02
e g	5.940e-03
e h	4.633e-02
e i	1.901e-02
e j	1.188e-03
e k	2.376e-04
e l	2.038e-01
e m	3.778e-02
e n	2.875e-02
e o	9.741e-03
e p	7.935e-02
e q	2.827e-02
e r	2.352e-02
e s	8.648e-02
e t	4.752e-02
e u	2.542e-02
e v	1.140e-02
e x	2.376e-04
e y	1.045e-02
e z	2.376e-04
ea 	3.062e-01
eab	4.785e-03
eac	5.742e-02
ead	5.742e-02
eal	1.914e-01
eam	9.569e-03
ean	1.196e-01
ear	1.005e-01
eas	1.196e-01
eat	4.785e-03
eba	3.165e-01
ebe	4.532e-01
ebi	5.755e-02
ebl	2.878e-02
ebo	7.194e-03
ebr	1.367e-01
ec0	1.460e-03
eca	4.380e-03
ecc	1.898e-02
ece	1.460e-01
ecf	1.314e-02
ech	9.051e-02
eci	2.175e-01
ecl	1.314e-02
ecn	1.022e-02
eco	1.226e-01
ecr	1.460e-03
ect	2.584e-01
ecu	1.007e-01
ed 	5.576e-02
eda	1.450e-01
ede	2.268e-01
edi	4.201e-01
edo	5.948e-02
edt	4.089e-02
edu	4.461e-02
ee 	6.667e-02
eed	6.667e-02
eem	2.667e-01
een	1.333e-01
eer	3.333e-01
ees	6.667e-02
eeu	6.667e-02
efe	3.398e-01
efi	4.951e-01
efl	6.796e-02
efo	9.709e-02
eg 	2.410e-03
ega	1.542e-01
ege	7.229e-03
egi	4.120e-01
egl	3.133e-02
egn	9.639e-03
ego	3.614e-02
egr	3.614e-02
egu	3.108e-01
ehc	1.000e+00
ein	3.571e-01
eir	1.429e-01
eis	7.143e-02
eit	4.286e-01
eja	2.150e-01
eje	3.645e-01
eji	9.346e-03
ejo	4.112e-01
el 	8.182e-01
ela	5.384e-02
ele	4.325e-02
eli	4.854e-02
ell	2.824e-02
elo	3.530e-03
elv	2.648e-03
ema	1.308e-01
emb	1.529e-01
emc	4.024e-03
eme	9.658e-02
emi	2.012e-03
emo	2.596e-01
emp	3.139e-01
ems	2.817e-02
emt	4.024e-03
emu	8.048e-03
en 	3.435e-01
ena	1.546e-02
enb	3.864e-04
enc	7.148e-02
end	5.255e-02
ene	4.289e-02
enf	2.318e-03
eng	1.005e-02
eni	1.739e-02
enl	3.864e-04
enm	1.468e-02
enn	3.864e-04
eno	1.468e-02
enr	3.864e-04
ens	1.700e-02
ent	3.918e-01
enu	1.159e-03
env	1.159e-03
enz	1.159e-03
eo 	3.465e-01
eoc	1.980e-02
eoe	3.300e-03
eog	1.320e-02
eor	4.983e-01
eos	7.261e-02
epa	2.500e-01
epb	1.389e-02
epc	4.167e-02
epe	6.944e-02
epi	1.389e-02
epo	1.389e-02
epp	1.389e-02
epr	2.639e-01
eps	1.389e-02
ept	3.056e-01
equ	1.000e+00
er 	1.604e-01
era	1.789e-01
erc	4.754e-02
erd	4.512e-02
ere	7.252e-02
erf	3.223e-03
erg	8.864e-03
eri	9.750e-02
erj	1.612e-03
erl	1.289e-02
erm	2.337e-02
ern	2.095e-02
ero	1.595e-01
erp	3.223e-03
err	4.996e-02
ers	3.626e-02
ert	3.223e-02
erv	3.465e-02
erz	8.058e-03
es 	3.836e-01
esa	5.776e-02
esc	1.598e-02
esd	6.902e-03
ese	5.013e-02
esf	5.085e-03
esg	4.359e-03
esi	7.737e-02
eso	1.453e-02
esp	5.521e-02
esq	7.265e-04
est	2.891e-01
esu	8.355e-03
esv	1.090e-03
et 	5.102e-03
eta	1.378e-01
etc	1.020e-02
ete	2.143e-01
eth	5.102e-03
eti	4.643e-01
eto	8.673e-02
etr	4.592e-02
ett	1.531e-02
etu	5.102e-03
eun	2.344e-02
eur	9.609e-01
eut	7.812e-03
euu	7.812e-03
ev 	2.326e-02
eva	3.333e-01
eve	1.938e-01
evi	2.248e-01
evo	2.016e-01
evs	7.752e-03
evu	7.752e-03
exa	1.250e-01
exc	1.071e-01
exi	2.798e-01
exm	1.190e-02
exo	1.190e-02
exp	2.500e-01
ext	2.143e-01
ez 	5.897e-01
eza	3.077e-01
ezc	1.026e-01
fab	2.273e-02
fac	2.500e-01
fal	1.818e-01
fan	4.545e-02
fas	1.591e-01
fav	3.182e-01
fci	1.000e+00
fe 	2.083e-02
feb	4.167e-02
fec	2.153e-01
fed	1.389e-02
fel	9.722e-02
fem	6.944e-03
fen	1.389e-02
feo	1.389e-02
fer	4.792e-01
fes	8.333e-02
ffh	1.000e+00
fia	3.756e-02
fic	5.775e-01
fie	7.042e-02
fig	1.878e-02
fij	3.756e-02
fil	4.695e-03
fin	2.207e-01
fiq	4.695e-03
fir	2.347e-02
fis	4.695e-03
fje	1.000e+00
fla	7.692e-02
fle	6.923e-01
flo	3.846e-02
flu	1.923e-01
fma	1.000e+00
fo 	8.065e-03
foc	4.032e-03
fom	4.839e-02
fon	3.226e-01
foq	8.065e-03
for	6.048e-01
fos	4.032e-03
fr 	1.515e-02
fra	3.030e-01
fre	2.424e-01
fri	2.576e-01
frm	4.545e-02
fro	1.061e-01
frr	1.515e-02
frt	1.515e-02
fue	4.177e-01
fui	1.266e-02
fum	1.266e-02
fun	3.797e-01
fus	1.266e-02
fut	1.646e-01
g e	1.667e-01
g l	1.667e-01
g q	1.667e-01
g s	3.333e-01
g y	1.667e-01
ga 	2.536e-01
gaa	4.785e-03
gab	3.828e-02
gac	1.914e-02
gad	4.785e-02
gal	5.742e-02
gam	4.306e-02
gan	8.612e-02
gar	2.440e-01
gas	1.627e-01
gat	2.871e-02
ge 	1.695e-02
gel	1.695e-02
gen	7.458e-01
geo	3.390e-02
ger	1.017e-01
ges	8.475e-02
gia	4.977e-02
gib	4.525e-03
gic	7.692e-02
gid	3.620e-02
gie	1.810e-02
gig	4.525e-03
gil	9.050e-03
gim	4.525e-03
gin	5.430e-02
gio	6.109e-01
gir	1.810e-02
gis	1.131e-01
gla	6.667e-01
glo	3.333e-01
gmo	1.000e+00
gn 	2.500e-01
gna	8.333e-02
gnf	1.250e-01
gni	3.750e-01
gno	1.667e-01
go 	5.918e-01
gob	8.163e-02
goc	8.163e-02
gol	1.020e-02
gon	3.061e-02
gor	7.143e-02
gos	9.184e-02
gr 	3.472e-03
gra	6.042e-01
grc	2.431e-02
gre	3.819e-02
grf	6.944e-03
gri	3.819e-02
gro	1.215e-01
gru	1.632e-01
gti	5.000e-01
gto	5.000e-01
gua	1.310e-01
gud	3.968e-03
gue	4.365e-02
gui	1.508e-01
guj	3.968e-03
gul	5.952e-02
gum	7.937e-03
gun	2.778e-01
gur	2.778e-01
gus	4.365e-02
h a	5.556e-02
h e	1.111e-01
h h	5.556e-02
h l	5.556e-02
h p	2.778e-01
h q	2.222e-01
h s	2.222e-01
ha 	3.052e-01
hab	1.479e-01
hac	1.620e-01
had	7.042e-03
hag	3.052e-02
hal	2.347e-03
ham	4.695e-03
han	1.455e-01
har	2.347e-02
has	3.756e-02
hat	7.042e-03
hay	1.080e-01
haz	1.643e-02
hcu	1.000e+00
he 	1.250e-01
hec	3.250e-01
hem	1.833e-01
her	7.500e-02
hes	2.917e-01
hic	2.727e-01
hie	1.818e-01
hin	9.091e-02
hip	9.091e-02
his	3.636e-01
hns	1.000e+00
ho 	4.014e-01
hoc	7.042e-03
hom	1.408e-02
hor	2.465e-01
hos	1.338e-01
hoy	1.690e-01
hro	1.000e+00
ht 	1.000e+00
hub	8.667e-01
hum	1.333e-01
hy 	1.000e+00
i a	4.930e-02
i b	7.042e-03
i c	6.338e-02
i d	5.634e-02
i e	1.338e-01
i f	1.408e-02
i g	7.746e-02
i i	4.225e-02
i l	1.338e-01
i m	1.408e-02
i n	5.634e-02
i o	2.113e-02
i p	1.127e-01
i q	1.408e-02
i r	7.042e-03
i s	1.197e-01
i t	2.113e-02
i u	7.042e-03
i v	3.521e-02
i y	1.408e-02
i. 	1.000e+00
ia 	3.491e-01
iab	1.887e-03
iac	5.472e-02
iad	5.660e-02
ial	2.245e-01
iam	2.075e-02
ian	4.528e-02
iar	4.340e-02
ias	1.528e-01
iat	2.264e-02
ib 	3.093e-02
iba	1.031e-02
ibe	5.155e-02
ibi	2.268e-01
ibl	3.918e-01
ibr	1.031e-01
ibu	1.753e-01
ica	5.103e-01
icc	1.580e-03
ice	5.845e-02
ich	1.264e-02
ici	2.496e-01
ick	1.580e-03
icl	1.580e-03
icn	1.580e-03
ico	1.058e-01
icr	1.580e-03
ict	7.899e-03
icu	4.739e-02
ida	4.603e-01
ide	2.395e-01
idi	4.185e-02
idl	1.443e-03
idn	1.443e-03
ido	2.525e-01
idu	2.886e-03
ie 	1.182e-02
ieb	3.378e-03
ied	2.196e-02
ieg	3.378e-03
iej	1.689e-03
iem	1.351e-01
ien	5.270e-01
ieo	1.689e-03
ier	2.466e-01
ies	3.209e-02
iet	5.068e-03
iev	1.689e-03
iez	3.378e-03
ifc	3.509e-02
ife	1.842e-01
ifi	5.877e-01
ifo	8.772e-03
ifr	1.667e-01
ifu	1.754e-02
iga	9.459e-02
ige	8.784e-02
igi	1.014e-01
igl	6.757e-03
ign	9.459e-02
igo	8.108e-02
igr	2.162e-01
igu	3.176e-01
ija	7.778e-01
ije	1.111e-01
ijv	1.111e-01
ika	6.000e-01
iki	4.000e-01
il 	1.892e-01
ila	5.405e-02
ile	1.261e-01
ili	5.225e-01
ill	4.505e-02
ilo	2.703e-02
ilt	9.009e-03
ilu	9.009e-03
ima	1.525e-01
ime	1.667e-01
imi	1.702e-01
imn	3.546e-03
imo	2.199e-01
imp	2.766e-01
imt	7.092e-03
imu	3.546e-03
in 	5.566e-01
ina	6.095e-02
inc	6.229e-02
ind	2.344e-02
ine	1.340e-02
inf	7.368e-02
ing	1.407e-02
inh	6.698e-04
ini	3.282e-02
inj	1.340e-03
inl	1.340e-03
inm	4.019e-03
inn	2.679e-03
ino	2.411e-02
inq	6.698e-04
ins	2.076e-02
int	5.224e-02
inu	8.038e-03
inv	9.377e-03
io 	2.009e-01
ioa	3.044e-03
iod	9.132e-03
ioe	6.088e-03
iol	3.044e-03
ion	5.799e-01
ior	7.002e-02
ios	1.126e-01
ipa	3.103e-01
ipb	1.724e-02
ipc	1.724e-02
ipe	3.448e-02
ipi	3.103e-01
ipl	1.724e-02
ipo	1.552e-01
ipt	1.724e-02
ipu	1.207e-01
iqu	1.000e+00
ir 	4.340e-01
ira	6.132e-02
irc	5.189e-02
ire	2.972e-01
iri	1.887e-02
irl	5.189e-02
irm	4.245e-02
irn	4.717e-03
iro	4.717e-03
irr	9.434e-03
irs	4.717e-03
irv	4.717e-03
is 	3.295e-02
isa	8.333e-02
isc	1.938e-02
ise	5.814e-03
isf	7.752e-03
isg	1.938e-03
isi	4.438e-01
isl	5.426e-02
ism	6.395e-02
iso	3.488e-02
isp	3.488e-02
ist	2.171e-01
it 	2.431e-02
ita	3.299e-01
ite	7.639e-02
iti	1.111e-01
itn	3.472e-03
ito	2.639e-01
itu	1.910e-01
iud	1.000e+00
iva	4.139e-01
ive	9.016e-02
ivi	1.311e-01
ivo	3.648e-01
iz 	4.301e-02
iza	9.032e-01
izn	1.075e-02
izo	3.226e-02
izs	1.075e-02
ja 	1.316e-01
jac	5.263e-02
jad	2.632e-01
jam	5.263e-02
jan	1.053e-01
jap	2.632e-02
jar	2.895e-01
jas	7.895e-02
je 	4.132e-02
jec	9.917e-02
jem	1.074e-01
jen	1.653e-02
jer	2.066e-01
jet	5.289e-01
jic	3.333e-01
jid	3.333e-01
jim	3.333e-01
jo 	4.949e-01
jor	3.333e-01
jos	7.071e-02
jov	1.010e-02
jud	4.348e-02
jue	1.739e-01
jui	2.174e-02
jul	6.522e-02
jun	2.609e-01
jur	8.696e-02
jus	2.609e-01
juv	4.348e-02
juz	4.348e-02
jva	2.500e-01
jve	7.500e-01
